
;DT9804(00).A/D0.Channel 0;DT9804(00).A/D0.Channel 1;DT9804(00).A/D0.Channel 2;DT9804(00).A/D0.Channel 3;DT9804(00).A/D0.Channel 4;DT9804(00).A/D0.Channel 5;DT9804(00).A/D0.Channel 6;DT9804(00).A/D0.Channel 7;DT9804(00).A/D0.Channel 8;DT9804(00).A/D0.Channel 9;DT9804(00).A/D0.Channel 10;DT9804(00).A/D0.Channel 11;DT9804(00).A/D0.Channel 12;DT9804(00).A/D0.Channel 13;DT9804(00).A/D0.Channel 14;DT9804(00).A/D0.Channel 15
0;-2.97576904296875
0,001;-2.97454833984375
0,002;-2.97576904296875
0,003;-2.97576904296875
0,004;-2.97515869140625
0,005;-2.97515869140625
0,006;-2.9754638671875
0,007;-2.97576904296875
0,008;-2.9754638671875
0,009;-2.9754638671875
0,01;-2.97576904296875
0,011;-2.97576904296875
0,012;-2.9754638671875
0,013;-2.97576904296875
0,014;-2.9754638671875
0,015;-2.9754638671875
0,016;-2.97576904296875
0,017;-2.9754638671875
0,018;-2.97576904296875
0,019;-2.9754638671875
0,02;-2.97576904296875
0,021;-2.97515869140625
0,022;-2.9754638671875
0,023;-2.97576904296875
0,024;-2.97515869140625
0,025;-2.97515869140625
0,026;-2.97515869140625
0,027;-2.9754638671875
0,028;-2.97515869140625
0,029;-2.97515869140625
0,03;-2.9754638671875
0,031;-2.9754638671875
0,032;-2.97607421875
0,033;-2.9754638671875
0,034;-2.9754638671875
0,035;-2.97576904296875
0,036;-2.97607421875
0,037;-2.9754638671875
0,038;-2.97515869140625
0,039;-2.97515869140625
0,04;-2.97515869140625
0,041;-2.974853515625
0,042;-2.974853515625
0,043;-2.9754638671875
0,044;-2.97607421875
0,045;-2.9754638671875
0,046;-2.97515869140625
0,047;-2.97515869140625
0,048;-2.9754638671875
0,049;-2.9754638671875
0,05;-2.97576904296875
0,051;-2.97515869140625
0,052;-2.9754638671875
0,053;-2.9754638671875
0,054;-2.97576904296875
0,055;-2.9754638671875
0,056;-2.97576904296875
0,057;-2.97515869140625
0,058;-2.9754638671875
0,059;-2.9754638671875
0,06;-2.9754638671875
0,061;-2.97576904296875
0,062;-2.97515869140625
0,063;-2.9754638671875
0,064;-2.97576904296875
0,065;-2.9754638671875
0,066;-2.974853515625
0,067;-2.97515869140625
0,068;-2.9754638671875
0,069;-2.9754638671875
0,07;-2.97515869140625
0,071;-2.9754638671875
0,072;-2.97515869140625
0,073;-2.97515869140625
0,074;-2.9754638671875
0,075;-2.9754638671875
0,076;-2.9754638671875
0,077;-2.974853515625
0,078;-2.974853515625
0,079;-2.9754638671875
0,08;-2.97515869140625
0,081;-2.9754638671875
0,082;-2.97515869140625
0,083;-2.97576904296875
0,084;-2.97515869140625
0,085;-2.9754638671875
0,086;-2.9754638671875
0,087;-2.97576904296875
0,088;-2.97576904296875
0,089;-2.97576904296875
0,09;-2.9754638671875
0,091;-2.9754638671875
0,092;-2.9754638671875
0,093;-2.9754638671875
0,094;-2.97576904296875
0,095;-2.9754638671875
0,096;-2.9754638671875
0,097;-2.97515869140625
0,098;-2.97515869140625
0,099;-2.9754638671875
0,1;-2.9754638671875
0,101;-2.97515869140625
0,102;-2.9754638671875
0,103;-2.97607421875
0,104;-2.9754638671875
0,105;-2.97607421875
0,106;-2.9754638671875
0,107;-2.97515869140625
0,108;-2.97515869140625
0,109;-2.974853515625
0,11;-2.974853515625
0,111;-2.9754638671875
0,112;-2.97515869140625
0,113;-2.9754638671875
0,114;-2.9754638671875
0,115;-2.9754638671875
0,116;-2.9754638671875
0,117;-2.974853515625
0,118;-2.97576904296875
0,119;-2.97607421875
0,12;-2.97576904296875
0,121;-2.97576904296875
0,122;-2.97576904296875
0,123;-2.9754638671875
0,124;-2.97576904296875
0,125;-2.9754638671875
0,126;-2.974853515625
0,127;-2.9754638671875
0,128;-2.97607421875
0,129;-2.97576904296875
0,13;-2.97576904296875
0,131;-2.97515869140625
0,132;-2.9754638671875
0,133;-2.9754638671875
0,134;-2.9754638671875
0,135;-2.9754638671875
0,136;-2.9754638671875
0,137;-2.97515869140625
0,138;-2.97576904296875
0,139;-2.9754638671875
0,14;-2.97576904296875
0,141;-2.97515869140625
0,142;-2.97515869140625
0,143;-2.97576904296875
0,144;-2.9754638671875
0,145;-2.9754638671875
0,146;-2.9754638671875
0,147;-2.9754638671875
0,148;-2.97515869140625
0,149;-2.97515869140625
0,15;-2.9754638671875
0,151;-2.97576904296875
0,152;-2.97576904296875
0,153;-2.97576904296875
0,154;-2.974853515625
0,155;-2.97576904296875
0,156;-2.97576904296875
0,157;-2.9754638671875
0,158;-2.97515869140625
0,159;-2.97576904296875
0,16;-2.9754638671875
0,161;-2.97576904296875
0,162;-2.9754638671875
0,163;-2.97515869140625
0,164;-2.97576904296875
0,165;-2.9754638671875
0,166;-2.9754638671875
0,167;-2.97576904296875
0,168;-2.97515869140625
0,169;-2.97515869140625
0,17;-2.97515869140625
0,171;-2.97576904296875
0,172;-2.974853515625
0,173;-2.97515869140625
0,174;-2.9754638671875
0,175;-2.97515869140625
0,176;-2.974853515625
0,177;-2.97515869140625
0,178;-2.97576904296875
0,179;-2.97576904296875
0,18;-2.9754638671875
0,181;-2.97515869140625
0,182;-2.97576904296875
0,183;-2.97576904296875
0,184;-2.97576904296875
0,185;-2.9754638671875
0,186;-2.97515869140625
0,187;-2.9754638671875
0,188;-2.9754638671875
0,189;-2.97515869140625
0,19;-2.97576904296875
0,191;-2.97515869140625
0,192;-2.97576904296875
0,193;-2.97607421875
0,194;-2.97576904296875
0,195;-2.9754638671875
0,196;-2.97515869140625
0,197;-2.97607421875
0,198;-2.97576904296875
0,199;-2.9754638671875
0,2;-2.97515869140625
0,201;-2.97576904296875
0,202;-2.9754638671875
0,203;-2.97515869140625
0,204;-2.97576904296875
0,205;-2.974853515625
0,206;-2.9754638671875
0,207;-2.9754638671875
0,208;-2.97515869140625
0,209;-2.97515869140625
0,21;-2.97515869140625
0,211;-2.97515869140625
0,212;-2.9754638671875
0,213;-2.97576904296875
0,214;-2.97515869140625
0,215;-2.9754638671875
0,216;-2.9754638671875
0,217;-2.97515869140625
0,218;-2.974853515625
0,219;-2.97576904296875
0,22;-2.97576904296875
0,221;-2.9754638671875
0,222;-2.97576904296875
0,223;-2.9754638671875
0,224;-2.9754638671875
0,225;-2.97576904296875
0,226;-2.9754638671875
0,227;-2.97576904296875
0,228;-2.9754638671875
0,229;-2.9754638671875
0,23;-2.97576904296875
0,231;-2.97576904296875
0,232;-2.97576904296875
0,233;-2.9754638671875
0,234;-2.97515869140625
0,235;-2.9754638671875
0,236;-2.9754638671875
0,237;-2.97515869140625
0,238;-2.97515869140625
0,239;-2.974853515625
0,24;-2.97607421875
0,241;-2.974853515625
0,242;-2.97515869140625
0,243;-2.97454833984375
0,244;-2.97515869140625
0,245;-2.97515869140625
0,246;-2.97515869140625
0,247;-2.9754638671875
0,248;-2.97576904296875
0,249;-2.9754638671875
0,25;-2.97515869140625
0,251;-2.9754638671875
0,252;-2.97576904296875
0,253;-2.97576904296875
0,254;-2.9754638671875
0,255;-2.97576904296875
0,256;-2.9754638671875
0,257;-2.9754638671875
0,258;-2.9754638671875
0,259;-2.97576904296875
0,26;-2.9754638671875
0,261;-2.97576904296875
0,262;-2.9754638671875
0,263;-2.97515869140625
0,264;-2.97515869140625
0,265;-2.97576904296875
0,266;-2.97515869140625
0,267;-2.97515869140625
0,268;-2.9754638671875
0,269;-2.97515869140625
0,27;-2.9754638671875
0,271;-2.97515869140625
0,272;-2.9754638671875
0,273;-2.97576904296875
0,274;-2.97576904296875
0,275;-2.9754638671875
0,276;-2.9754638671875
0,277;-2.97576904296875
0,278;-2.97607421875
0,279;-2.9754638671875
0,28;-2.9754638671875
0,281;-2.9754638671875
0,282;-2.9754638671875
0,283;-2.97515869140625
0,284;-2.9754638671875
0,285;-2.97576904296875
0,286;-2.97515869140625
0,287;-2.97515869140625
0,288;-2.97515869140625
0,289;-2.97576904296875
0,29;-2.97576904296875
0,291;-2.97576904296875
0,292;-2.97576904296875
0,293;-2.97515869140625
0,294;-2.9754638671875
0,295;-2.97576904296875
0,296;-2.9754638671875
0,297;-2.9754638671875
0,298;-2.9754638671875
0,299;-2.97515869140625
0,3;-2.9754638671875
0,301;-2.9754638671875
0,302;-2.9754638671875
0,303;-2.9754638671875
0,304;-2.9754638671875
0,305;-2.97576904296875
0,306;-2.97515869140625
0,307;-2.97576904296875
0,308;-2.97515869140625
0,309;-2.97607421875
0,31;-2.9754638671875
0,311;-2.97515869140625
0,312;-2.97515869140625
0,313;-2.9754638671875
0,314;-2.97515869140625
0,315;-2.97515869140625
0,316;-2.97576904296875
0,317;-2.97607421875
0,318;-2.974853515625
0,319;-2.97515869140625
0,32;-2.97576904296875
0,321;-2.97515869140625
0,322;-2.97576904296875
0,323;-2.974853515625
0,324;-2.97576904296875
0,325;-2.97576904296875
0,326;-2.9754638671875
0,327;-2.97515869140625
0,328;-2.9754638671875
0,329;-2.97607421875
0,33;-2.97637939453125
0,331;-2.97576904296875
0,332;-2.9754638671875
0,333;-2.97576904296875
0,334;-2.9754638671875
0,335;-2.97576904296875
0,336;-2.97576904296875
0,337;-2.9754638671875
0,338;-2.9754638671875
0,339;-2.9754638671875
0,34;-2.97576904296875
0,341;-2.97576904296875
0,342;-2.97515869140625
0,343;-2.9754638671875
0,344;-2.97515869140625
0,345;-2.97576904296875
0,346;-2.97576904296875
0,347;-2.9754638671875
0,348;-2.97515869140625
0,349;-2.97515869140625
0,35;-2.97576904296875
0,351;-2.974853515625
0,352;-2.97515869140625
0,353;-2.974853515625
0,354;-2.97607421875
0,355;-2.97576904296875
0,356;-2.97515869140625
0,357;-2.9754638671875
0,358;-2.97576904296875
0,359;-2.97607421875
0,36;-2.9754638671875
0,361;-2.9754638671875
0,362;-2.9754638671875
0,363;-2.97576904296875
0,364;-2.97515869140625
0,365;-2.9754638671875
0,366;-2.9754638671875
0,367;-2.97515869140625
0,368;-2.97576904296875
0,369;-2.974853515625
0,37;-2.97515869140625
0,371;-2.9754638671875
0,372;-2.9754638671875
0,373;-2.9754638671875
0,374;-2.97607421875
0,375;-2.97576904296875
0,376;-2.9754638671875
0,377;-2.97576904296875
0,378;-2.97607421875
0,379;-2.9754638671875
0,38;-2.97607421875
0,381;-2.974853515625
0,382;-2.97576904296875
0,383;-2.97576904296875
0,384;-2.9754638671875
0,385;-2.97515869140625
0,386;-2.9754638671875
0,387;-2.9754638671875
0,388;-2.97515869140625
0,389;-2.97576904296875
0,39;-2.97576904296875
0,391;-2.97576904296875
0,392;-2.97515869140625
0,393;-2.9754638671875
0,394;-2.9754638671875
0,395;-2.97576904296875
0,396;-2.97607421875
0,397;-2.97515869140625
0,398;-2.97576904296875
